source,status,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.36424826159 13.62190319918 Bovec Slovenia  (feature #2840)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.018091120593 13.53090473143 Brda  (feature #2841, WOEID: 12591514)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.68206103817 14.021687761144 Divaca Slovenia  (feature #2842)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.565795128222 14.007795838028 Hrpelje-Kozina  (feature #2843, WOEID: 12591542)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.525441915471 13.646315619531 Izola Slovenia  (feature #2844)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.083129165471 13.656546370364 Kanal Slovenia  (feature #2845)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.255413006795 13.550582788367 Kobarid Slovenia  (feature #2846)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.819450379258 13.747744841598 Komen Slovenia  (feature #2847)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.517769763419 13.825904494513 Koper  (feature #2848, WOEID: 55848357)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.857396454916 13.625218377935 Miren-Kostanjevica  (feature #2849, WOEID: 12591582)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.498905522794 13.622778491079 Piran Slovenia Pirano  (feature #2850)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.733758362833 13.873255694358 Seana Slovenia  (feature #2851)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.820934014554 13.978798965946 Vipava Slovenia  (feature #2852)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.608105601275 16.244264709205 Beltinci Slovenia  (feature #2853)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.448615417231 15.995625005771 Dornava Slovenia  (feature #2854)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.363719472155 16.020990220169 Gorinica Slovenia  (feature #2855)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.488408137161 15.981524926038 Dornava Slovenia  (feature #2856)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.676154578309 16.391355664951 Kobilje Slovenia  (feature #2857)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.706101369542 16.273959113029 Moravske Toplice Slovenia  (feature #2858)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.650121747426 16.167381523263 Pomurska  (feature #2859)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.650121747426 16.167381523263 Pomurska Slovenia  (feature #2859)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.583322976349 16.281398854294 Odranci Slovenia  (feature #2860)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.43770445745 16.143172756524 Ormo Slovenia  (feature #2861)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.555479848985 16.028284909724 Sveti Jurij Slovenia  (feature #2862)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.614787902678 16.330602160957 Turnice Slovenia  (feature #2863)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.356679418632 16.062466933377 Zavrc Slovenia  (feature #2864)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.824001001681 16.261798830897 alovci  (feature #2865)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.824001001681 16.261798830897 alovci Slovenia  (feature #2865)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.843863636948 16.085996812488 Kuzma Slovenia  (feature #2866)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.557987947059 15.951448978442 Cerkvenjak Slovenia  (feature #2867)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.616468216104 15.902961569051 Benedikt Slovenia  (feature #2868)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.656441307258 15.839609935841 Sveta Ana Slovenia  (feature #2869, WOEID: 55848327)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.827245366193 16.311874507569 Hodo  (feature #2870)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.827245366193 16.311874507569 Hodo Slovenia  (feature #2870, WOEID: 55848303)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.796959432393 16.091968132183 Grad Slovenia  (feature #2871)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.481604770009 15.886388461821 Destrnik Slovenia  (feature #2872)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.05685554962 14.310677175031 Dobrova-Polhov Gradec  (feature #2873, WOEID: 55848296)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.150726202826 14.631269101718 Domale Slovenia  (feature #2874)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.264524692729 14.700470801742 Kamnik Slovenia  (feature #2875)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.6042686251 14.915671449302 Kocevje Slovenia  (feature #2876)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.571047957161 15.837696984578 Lenart Slovenia  (feature #2877)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.667223313575 14.475664024072 Loka Dolina Slovenia  (feature #2878, WOEID: 12804497)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.361379072799 14.730156873736 Luce Slovenia Savinjska  (feature #2879)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.320465016412 15.735017567114 Majperk Slovenia  (feature #2880)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.795453087973 15.207746585391 Novo Mesto Slovenia  (feature #2881)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.138443254954 15.591398143159 Bistrica ob Sotli Slovenia  (feature #2882)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.589367888864 15.365311083444 Podvelka Slovenia  (feature #2883)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.329764804201 14.46666750168 Preddvor Slovenia  (feature #2884)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.44374898402 15.875110992424 Ptuj Slovenia  (feature #2885)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.553844876468 14.952522016073 Ravne na Korokem Slovenia  (feature #2886)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.74142180433 14.705852008753 Ribnica  (feature #2887, WOEID: 55848381)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.522529442726 15.485565135953 Rue Slovenia  (feature #2888)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.183148663835 15.438068154366 entjur pri Celju Slovenia  (feature #2889)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.389595219749 15.550376795894 Slovenska Bistrica Slovenia  (feature #2890)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.339289775577 15.891111182568 Videm Slovenia  (feature #2891, WOEID: 12591642)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.31667161441 15.308841037532 Vojnik Slovenia  (feature #2892)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.260027243628 15.16674244729 Savinjska  (feature #2893)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.260027243628 15.16674244729 Savinjska Slovenia  (feature #2893)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.209909088655 14.533378556947 Komenda Slovenia  (feature #2894)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.389505640121 15.450792482647 Oplotnica Slovenia  (feature #2895)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.411747997523 15.832575315708 Hajdina  (feature #2896, WOEID: 55848301)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.486684202257 15.719112629302 Miklav na Dravskem Polju Slovenia  (feature #2897)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.492091287006 15.632801802687 Hoce-Slivnica  (feature #2898, WOEID: 55848302)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.516165844433 15.895043515687 Trnovska Vas Slovenia  (feature #2899)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.284858734236 15.810358092199 etale  (feature #2900)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.284858734236 15.810358092199 etale Slovenia  (feature #2900)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.306129524083 15.877151917713 Podlehnik Slovenia  (feature #2901)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.552036987946 14.886958898672 Prevalje Slovenia  (feature #2902)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.588050094642 15.492250574196 Selnica ob Dravi Slovenia  (feature #2903)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.530851535663 15.392768836571 Lovrenc na Pohorju Slovenia  (feature #2904)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.128697313559 14.556263209631 Trzin Slovenia  (feature #2905)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.379480041847 14.476273836454 Jezersko  (feature #2906, WOEID: 55848305)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.807699607803 14.945614754656 uemberk Slovenia  (feature #2907)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.356111137993 15.230077371375 Dobrna Slovenia  (feature #2908)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.219018535144 15.009839186264 Tabor Slovenia  (feature #2909)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.240943577259 14.948705221537 Vransko Slovenia  (feature #2910)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.854208623635 15.091870282258 Mirna Pec Slovenia  (feature #2911)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.216208746686 15.091021685478 Prebold Slovenia  (feature #2912)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.303424694628 15.092034619135 Polzela Slovenia  (feature #2913)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.516929753424 14.817349914935 Kostel  (feature #2914, WOEID: 55848307)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.74274152542 14.841146976828 Kocevje Slovenia  (feature #2915)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.27728898091 15.033834588307 Braslovce Slovenia  (feature #2916)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.755181714993 14.619309834845 Sodraica Slovenia  (feature #2917)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.713170925741 15.039157676661 Jugovzhodna Slovenija Slovenia  (feature #2918)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.022855038069 14.286445482284 Horjul Slovenia  (feature #2919)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.405949755675 14.661623283003 Solcava Slovenia  (feature #2920)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.130830897256 15.40357993403 Dobje Slovenia  (feature #2921)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.833016229877 14.721457855237 Dobrepolje  (feature #2922, WOEID: 12591527)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.781400486075 14.517701989077 Bloke Slovenia  (feature #2923)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.054984199531 15.652493621858 Podcetrtek Slovenia  (feature #2924)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.564246069429 15.627666803002 Maribor Slovenia  (feature #2925)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.530042980362 15.263675155141 Ribnica na Pohorju Slovenia  (feature #2926)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.443190629836 14.083648178692 Jesenice Slovenia  (feature #2927)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.417569270082 14.183419879932 irovnica  (feature #2928)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.417569270082 14.183419879932 irovnica Slovenia  (feature #2928)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.965811189887 13.739731592768 Gorika Slovenia Severna Primors  (feature #2929)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.919437900674 13.634793765259 empeter-Vrtojba Slovenia  (feature #2930)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.563408417673 16.294707456209 Crenovci Slovenia  (feature #2931)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.5649656825 16.409838723976 Lendava Slovenia Lendva  (feature #2932)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.528057110893 16.171368228471 Ljutomer Slovenia  (feature #2933)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.573426864332 16.127413232369 Krievci Slovenia  (feature #2934)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.587587682518 16.173459704009 Verej Slovenia  (feature #2935)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.519129807982 15.961858963635 Sveti Andra v Slovenskih Goricah Slovenia  (feature #2936)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.530381103018 16.270980702029 Razkrije Slovenia  (feature #2937)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.57726866083 16.36135293753 Velika Polana Slovenia  (feature #2938)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.647742614208 16.356935139706 Dobrovnik Slovenia Dobronak  (feature #2939)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.392366786883 15.953909090386 Markovci Slovenia  (feature #2940)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.705483910086 16.04346843923 Cankova Slovenia  (feature #2941)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.658394003528 15.926890392295 Gornja Radgona Slovenia  (feature #2942)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.805149385729 16.203061849487 Gornji Petrovci Slovenia  (feature #2943)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.752387574055 16.134717750095 Gornji Petrovci Slovenia  (feature #2944)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.61858567756 16.05134252175 Radenci Slovenia  (feature #2945)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.801861285996 16.020442813543 Rogaovci Slovenia  (feature #2946)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.920039783357 14.376889044298 Borovnica Slovenia  (feature #2947)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.918394921889 15.61605696854 Breice Slovenia  (feature #2948)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.010847596746 15.579607059618 Krsko Slovenia  (feature #2949)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.948074705578 14.429139021065 Brezovica Slovenia  (feature #2950)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.249986282568 15.275263858237 Celje Slovenia  (feature #2951)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.254183675025 14.505880374827 Cerklje na Gorenjskem Slovenia  (feature #2952)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.806092548026 14.387667525922 Cerknica Slovenia  (feature #2953)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.467240730311 14.833221802957 Crna na Korokem Slovenia  (feature #2954)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.520954245557 15.192302762223 Crnomelj Slovenia  (feature #2955)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.091787968261 14.685607022382 Dol pri Ljubljani Slovenia  (feature #2956)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.596417707624 15.043910444473 Dravograd Slovenia  (feature #2957)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.512030110902 15.776441211241 Duplek  (feature #2958, WOEID: 12591533)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.292354913877 14.801723758602 Gornji Grad Slovenia  (feature #2959)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.936591394953 14.67921766664 Grosuplje Slovenia  (feature #2960)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.127738681471 15.122891434823 Hrastnik Slovenia  (feature #2961)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.084216908606 15.029091556045 Trbovlje Slovenia  (feature #2962)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.929947232422 14.519269762922 Ig Slovenia  (feature #2963)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","45.568006392918 14.279690880961 Ilirska Bistrica  (feature #2964, WOEID: 55848388)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.91441302323 14.813212323413 Ivancna Gorica Slovenia  (feature #2965)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.387907348124 15.754670858181 Kidricevo Slovenia  (feature #2966)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.064135733209 15.56642895211 Kozje Slovenia  (feature #2967)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","45.928078778725 15.471119602914 Spodnjeposavska  (feature #2968)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.928078778725 15.471119602914 Spodnjeposavska Slovenia Posavska  (feature #2968)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"Success! Matched feature to API result.","46.644954306529 15.59659188637 Kungota  (feature #2969, WOEID: 12591562)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.131158142028 15.254048801287 Lako Slovenia  (feature #2970)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.045832540079 14.90815157549 Litija Slovenia  (feature #2971)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"API returned no results for search.","46.050945623732 14.558747655957 Osrednjeslovenska  (feature #2972)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.050945623732 14.558747655957 Osrednjeslovenska Slovenia Ljubljana  (feature #2972)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","46.374519948092 14.839314403235 Ljubno Slovenia  (feature #2973)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"No API results matched feature.","45.930519332206 14.195098225101 Logatec Slovenia  (feature #2974)"
