source,status,item
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","12.518716099474 -69.979241677656 Aruba  (feature #0)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","33.89070145016 66.119001817385 Afghanistan  (feature #1)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-12.204938048635 17.512855752512 Angola  (feature #2)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","18.345124565526 -63.181619934911 Anguilla United Kingdom  (feature #3)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","41.123369711805 20.063016883782 Albania  (feature #4)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","60.175616454766 20.395181939668 Aland  (feature #5)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","42.539500074997 1.5629648388604 Andorra  (feature #6)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","23.993869923372 54.228126487208 United Arab Emirates  (feature #7)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-35.618508361557 -65.194801111813 Argentina  (feature #8)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","40.258841260538 45.008636858591 Armenia  (feature #9)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-14.159247565069 -170.17340195053 American Samoa  (feature #10)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-80.326222858841 16.558715455051 Antarctica  (feature #11)"
ne_10m_admin_0_countries_lakes.geojson,"No API results matched feature.","-48.409273980748 68.838334608321 French Southern and Antarctic Lands France  (feature #12)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","17.346390223729 -61.799437827716 Antigua and Barbuda  (feature #13)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-25.806729879686 134.64273507717 Australia  (feature #14)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","47.599079341801 14.04012643234 Austria  (feature #15)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","40.22524748925 47.387829568274 Azerbaijan  (feature #16)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-3.2339966434243 29.921680359525 Burundi  (feature #17)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","50.623507839389 4.6635466856114 Belgium  (feature #18)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","9.6520402859876 2.327707928179 Benin  (feature #19)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","12.247813915344 -1.7705164917783 Burkina Faso  (feature #20)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","23.779491121911 90.333885439024 Bangladesh  (feature #21)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","42.769518563795 25.233102641208 Bulgaria  (feature #22)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","26.051903166242 50.537376436333 Bahrain  (feature #23)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","24.216820208095 -76.363166477959 The Bahamas  (feature #24)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","44.169389560671 17.827736816847 Bosnia and Herzegovina  (feature #25)"
ne_10m_admin_0_countries_lakes.geojson,"No API results matched feature.","15.793776020616 -79.986665212985 Bajo Nuevo Bank (Petrel Is.) Bajo Nuevo Bank (Petrel Is.)  (feature #26)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","17.90983792196 -62.835894899622 Saint Barthelemy  (feature #27)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","53.509625522692 28.055977342251 Belarus  (feature #28)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","17.28373285057 -88.580673605992 Belize  (feature #29)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","32.31893464449 -64.764308526521 Bermuda  (feature #30)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-16.715768258842 -64.663753919381 Bolivia  (feature #31)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-10.779323352122 -53.151750529541 Brazil  (feature #32)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","13.188340826343 -59.558597817064 Barbados  (feature #33)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","4.5210997284001 114.7654880564 Brunei  (feature #34)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","27.425497970502 90.425768068842 Bhutan  (feature #35)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","-22.192582579659 23.807540417637 Botswana  (feature #36)"
ne_10m_admin_0_countries_lakes.geojson,"Success! Matched feature to API result.","6.5408022322323 20.477331965804 Central African Republic  (feature #37)"
