source,error,item
ne_10m_admin_0_countries_lakes.geojson,"no match","-49.065151470725 68.992134044778 French Southern and Antarctic Lands France"
ne_10m_admin_0_countries_lakes.geojson,"no match","15.795009963377 -79.987865859317 Bajo Nuevo Bank (Petrel Is.) Bajo Nuevo Bank (Petrel Is.)"
