source,error,item
ne_10m_urban_areas_landscan.geojson,"no match","57.152323016724 65.607098442779 Tyumen"
ne_10m_urban_areas_landscan.geojson,"no locations found","-27.570833333335 32.087499999954 Ubomba  ( 7 ) in naturalearthdata/ne_10m_urban_areas_landscan.geojson"
